title,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count
Cyrano,https://www.nytimes.com/2022/02/23/movies/cyrano-review.html,peter dinklage wields pen and sword in a musical adaptation of the durable french romance.,the new york times,"subject: movies;creative_works: cyrano (movie);persons: wright, joe;persons: dinklage, peter;persons: bennett, haley;persons: harrison, kelvin jr;persons: berninger, matt;persons: besser, carin;persons: dessner, aaron;persons: schmidt, erica (1975- );organizations: national, the (music group);",2022-02-24t00:36:54+0000,845,‘cyrano’ review: who wrote the book of love?,none,none,who gets to write the book of love?,none,none,none,by a.o. scott,none,false,/cfdqh8stzvzxtyr1iyb4cxzklju.jpg,none,20000000,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://www.unitedartistsreleasing.com/cyrano/synopsis/,730047,tt12889404,en,cyrano,"a man ahead of his time, cyrano de bergerac dazzles whether with ferocious wordplay at a verbal joust or with brilliant swordplay in a duel. but, convinced that his appearance renders him unworthy of the love of a devoted friend, the luminous roxanne, cyrano has yet to declare his feelings for her—and roxanne has fallen in love, at first sight, with christian.",16.055,/e4kov8ic2ccm57bqunenil2a2zh.jpg,"[{'id': 21, 'logo_path': '/usunayv6hqnlvaxp6r4hwrllfpg.png', 'name': 'metro-goldwyn-mayer', 'origin_country': 'us'}, {'id': 10163, 'logo_path': '/16kwbmmfpx0ajzdexdrpxslj0pg.png', 'name': 'working title films', 'origin_country': 'gb'}, {'id': 13240, 'logo_path': '/atc07yanho8wngkqsnvlmg6w4nw.png', 'name': 'bron studios', 'origin_country': 'ca'}, {'id': 53152, 'logo_path': '/8xhhly8ggtuhm9jmzyjgqxb6opa.png', 'name': 'creative wealth media finance', 'origin_country': 'ca'}]","[{'iso_3166_1': 'ca', 'name': 'canada'}, {'iso_3166_1': 'gb', 'name': 'united kingdom'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-12-17,3000000,124,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,have you ever loved someone?,false,6.454,263
The In Between,https://www.nytimes.com/2022/02/11/movies/the-in-between-review.html,a teenage girl thinks that her dead boyfriend’s spirit is reaching out from the great beyond.,the new york times,"persons: king, joey;persons: allen, kyle (1994- );subject: movies;persons: posin, arie;creative_works: the in between (movie);",2022-02-11t08:00:06+0000,285,‘the in between’ review: love never dies,none,none,the in between,none,none,none,by lena wilson,none,false,/334kz2yt18ajpn9vmjw68sekc7u.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 878, 'name': 'science fiction'}, {'id': 18, 'name': 'drama'}]",https://www.netflix.com/title/81447264,818750,tt8851148,en,the in between,"after surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world.",31.066,/7rcyjram1cb1uxy2w9zwrab4kcw.jpg,"[{'id': 96540, 'logo_path': '/agyjtneikoh0yvegplsjq8eosif.png', 'name': 'paramount players', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-02-11,0,116,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,love never dies.,false,7.387,653
Book of Love,https://www.nytimes.com/2022/02/04/movies/book-of-love-review.html,"unbeknown to the author of an uninspired romance novel, the book takes a sharp turn into erotic territory in its spanish-language release.",the new york times,"subject: movies;persons: claflin, sam;persons: cal y mayor, analeine;creative_works: book of love (movie);",2022-02-04t05:01:04+0000,269,‘book of love’ review: lust (eventually) in translation,none,none,book of love,none,none,none,by natalia winkelman,none,false,/cj0rlqyznw2hauoewcfrmqr7xer.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 10749, 'name': 'romance'}]",,892835,tt14014068,en,book of love,"henry, an english writer who has written a new book that has become a failure in the u.k, gets notified that the dull book has been highly trending over in mexico. little does he know that maria, a spanish translator, turned the book into an erotic novel. henry and maria then swerve around mexico to do a book tour and go through a wind of events.",11.908,/au4cukmn8cqnbylyge2shlz2agy.jpg,"[{'id': 17685, 'logo_path': '/yfncf8nv3de2pazwbc1pfl3z3do.png', 'name': 'sky movies', 'origin_country': 'gb'}, {'id': 12142, 'logo_path': '/rpneemwxji6rymgqkwqiwwijxxi.png', 'name': 'xyz films', 'origin_country': 'us'}, {'id': 163636, 'logo_path': none, 'name': 'watford films', 'origin_country': ''}, {'id': 125401, 'logo_path': '/zqk2m6vgqaovykcgwhkepqf3gee.png', 'name': 'buzzfeed studios', 'origin_country': 'us'}, {'id': 79192, 'logo_path': '/8fkskq3blvd0bxsnwfszcxk5uzm.png', 'name': 'pimienta films', 'origin_country': 'mx'}, {'id': 5056, 'logo_path': '/583its4w9sk31fnjwkirwaptpzb.png', 'name': 'head gear films', 'origin_country': 'gb'}, {'id': 25954, 'logo_path': '/oga9ds7gzgbz0iz4jfuvtbmbv1c.png', 'name': 'metrol technology', 'origin_country': 'gb'}]","[{'iso_3166_1': 'mx', 'name': 'mexico'}, {'iso_3166_1': 'gb', 'name': 'united kingdom'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-01-06,398876,106,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'spanish', 'iso_639_1': 'es', 'name': 'español'}, {'english_name': 'portuguese', 'iso_639_1': 'pt', 'name': 'português'}]",released,some things can get lust in translation!,false,5.6,113
The Pink Cloud,https://www.nytimes.com/2022/01/13/movies/the-pink-cloud-review.html,iuli gerbase’s first feature film reflects a funhouse-mirror image of our present lives.,the new york times,"subject: movies;creative_works: the pink cloud (movie);persons: gerbase, iuli;",2022-01-13t12:00:05+0000,316,‘the pink cloud’ review: love in lockdown,none,none,the pink cloud,none,none,none,by claire shaffer,none,false,/yd9fykqbsixzyatqxkvstxjeqeb.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 878, 'name': 'science fiction'}]",,776490,tt3548874,pt,a nuvem rosa,"giovana and yago are strangers who share a spark after meeting at a party. when a deadly cloud mysteriously takes over their city, they are forced to seek shelter with only each other for company. as months pass and the planet settles into an extended quarantine, their world shrinks, and they are forced to come to terms with an accelerated timeline for their relationship. with all their other interactions governed by screens, and with the strain of isolation setting in, giovana and yago struggle to reinvent themselves and reconcile the differences that threaten to tear them apart.",4.069,/5blb5rnwxnxrxji49jcoxwopfnk.jpg,"[{'id': 90934, 'logo_path': none, 'name': 'prana filmes', 'origin_country': 'br'}]","[{'iso_3166_1': 'br', 'name': 'brazil'}]",2021-04-01,0,105,"[{'english_name': 'portuguese', 'iso_639_1': 'pt', 'name': 'português'}]",released,any resemblance to actual facts is purely coincidental.,false,6.1,28
A Journal for Jordan,https://www.nytimes.com/2021/12/23/movies/a-journal-for-jordan-review.html,the actors michael b. jordan and chanté adams bring a compelling chemistry to the screen as opposites who fall for each other.,the new york times,"subject: movies;creative_works: a journal for jordan (movie);persons: washington, denzel;persons: jordan, michael b;persons: adams, chante;subject: books and literature;creative_works: a journal for jordan: a story of love and honor (book);persons: canedy, dana;subject: black people;subject: blacks;",2021-12-23t18:54:12+0000,505,‘a journal for jordan’ review: reflections on love built and lost,none,none,reflections on love that’s built and lost,none,none,none,by lisa kennedy,none,false,/fmx8srs8asxmr2xxhbfrah2umi2.jpg,none,25000000,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://www.sonypictures.com/movies/ajournalforjordan,501841,tt0995854,en,a journal for jordan,"based on the true story of first sergeant charles monroe king, a soldier deployed to iraq begins to keep a journal of love and advice for his infant son. back at home, senior new york times editor dana canedy revisits the story of her unlikely, life-altering relationship with king and his enduring devotion to her and their child.",11.494,/t8xx6kyzj6y0xixnijdfmafkvp1.jpg,"[{'id': 102334, 'logo_path': '/bawl2nme4hiisoj94tv32uhyq7z.png', 'name': 'outlier society', 'origin_country': 'us'}, {'id': 1423, 'logo_path': '/1rbawgqzrnvxdicd6hwen1yqfav.png', 'name': 'escape artists', 'origin_country': 'us'}, {'id': 13240, 'logo_path': '/atc07yanho8wngkqsnvlmg6w4nw.png', 'name': 'bron studios', 'origin_country': 'ca'}, {'id': 5, 'logo_path': '/71bqefaf4v3qjjmpcpluyjfb9a.png', 'name': 'columbia pictures', 'origin_country': 'us'}, {'id': 53152, 'logo_path': '/8xhhly8ggtuhm9jmzyjgqxb6opa.png', 'name': 'creative wealth media finance', 'origin_country': 'ca'}, {'id': 2510, 'logo_path': none, 'name': 'mundy lane entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'ca', 'name': 'canada'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-12-22,6700000,131,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,7.133,98
West Side Story,https://www.nytimes.com/2021/12/08/movies/west-side-story-review.html,"steven spielberg rediscovers the breathing, troubling essence of a classic, building a bold and current screen musical with no pretense to perfection.",the new york times,"subject: movies;subject: theater;persons: alvarez, david (1994- );persons: bernstein, leonard;persons: debose, ariana;persons: kushner, tony;persons: laurents, arthur;persons: peck, justin;persons: robbins, jerome;persons: sondheim, stephen;persons: spielberg, steven;persons: tesori, jeanine;glocations: new york city;creative_works: west side story (2021) (movie);",2021-12-08t14:55:30+0000,1316,"‘west side story’ review: in love and war, 1957 might be tonight",critic’s pick,none,"meeting a girl named maria, again",none,none,none,by a.o. scott,none,false,/bkahbhkwbsbidttm667tu1ba2bu.jpg,none,6000000,"[{'id': 80, 'name': 'crime'}, {'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",,1725,tt0055614,en,west side story,"in the slums of the upper west side of manhattan, new york, a gang of polish-american teenagers called the jets compete with a rival gang of recently immigrated puerto ricans, the sharks, to ""own"" the neighborhood streets. tensions are high between the gangs but two romantics, one from each gang, fall in love leading to tragedy.",24.899,/nzcmu6d5q60i2bvriq0dxlrsgcz.jpg,"[{'id': 516, 'logo_path': none, 'name': 'seven arts productions', 'origin_country': 'us'}, {'id': 219, 'logo_path': none, 'name': 'the mirisch company', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",1961-12-13,43700000,151,"[{'english_name': 'spanish', 'iso_639_1': 'es', 'name': 'español'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,the screen achieves one of the great entertainments in the history of motion pictures.,false,7.3,1765
Love Hard,https://www.nytimes.com/2021/11/05/movies/love-hard-review.html,"when a perennially single journalist travels across the country to meet her dream guy, she finds she’s been catfished.",the new york times,"subject: movies;creative_works: love hard (movie);persons: jimenez, hernan;",2021-11-05t07:01:03+0000,343,"‘love hard’ review: seeking connection, not perfection",none,none,love hard,none,none,none,by concepción de león,none,false,/pa0mq5rgm2qnzdpfmugtu4mghf.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 10749, 'name': 'romance'}]",https://www.netflix.com/title/81086631,734265,tt10752004,en,love hard,"an la girl, unlucky in love, falls for an east coast guy on a dating app and decides to surprise him for christmas, only to discover that she's been catfished. but the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",27.914,/otkafdzrlnqrxorowuy3tvul0v5.jpg,"[{'id': 4022, 'logo_path': '/q6xts6ztgkthry1wfhttlhl3pfc.png', 'name': 'wonderland sound and vision', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-11-05,0,105,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,a romantic comedy about the lies we tell for love.,false,6.972,1400
Bergman Island,https://www.nytimes.com/2021/10/14/movies/bergman-island-review.html,"in mia hansen-love’s new film, vicky krieps and tim roth play filmmakers on the rocks in the baltic sea.",the new york times,"subject: movies;persons: bergman, ingmar;persons: roth, tim;persons: wasikowska, mia;persons: hansen-love, mia;creative_works: bergman island (movie);persons: krieps, vicky;",2021-10-14t16:00:06+0000,888,‘bergman island’ review: love among the cinephiles,critic’s pick,none,scenes from not quite a marriage,none,none,none,by a.o. scott,none,false,/z8f9voxqznxztaqnptqmcpkaskm.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://www.ifcfilms.com/films/bergman-island,477044,tt6910282,en,bergman island,"an english-german filmmaking couple retreat to fårö for the summer to each write screenplays for their upcoming films in an act of pilgrimage to the place that inspired ingmar bergman. as the summer and their screenplays advance, the lines between reality and fiction start to blur against the backdrop of the island's wild landscape.",10.509,/q8bqfc7sbatdvkywhcinl3zvsyy.jpg,"[{'id': 94, 'logo_path': '/huc7hqorvuthgirenrbchmqvua0.png', 'name': 'arte france cinéma', 'origin_country': 'fr'}, {'id': 122842, 'logo_path': none, 'name': 'dauphin films', 'origin_country': ''}, {'id': 19771, 'logo_path': '/anrmhrcsy9fxoiygcjjvhl4bwl1.png', 'name': 'piano', 'origin_country': 'mx'}, {'id': 30666, 'logo_path': '/g8lmdzvfwdrjw72sj0naj1gh8ac.png', 'name': 'rt features', 'origin_country': 'br'}, {'id': 11199, 'logo_path': '/urssxlozadxiz84segfxbifnyaa.png', 'name': 'scope pictures', 'origin_country': 'be'}, {'id': 403, 'logo_path': '/h2nyrbgljy4d6tn6udycqpdslpr.png', 'name': 'neue bioskop film', 'origin_country': 'de'}, {'id': 51696, 'logo_path': '/1hes0gynwi2avtfgvsbacqlxmus.png', 'name': 'cg cinéma', 'origin_country': 'fr'}, {'id': 33821, 'logo_path': '/fygjyd07kphyw2zrcpfxk1j2sze.png', 'name': 'film capital stockholm', 'origin_country': 'se'}, {'id': 8995, 'logo_path': none, 'name': 'gotlands filmfond', 'origin_country': 'se'}, {'id': 8483, 'logo_path': '/lkmqtwkjbzhovmylmimqzpazkwz.png', 'name': 'plattform produktion', 'origin_country': 'se'}, {'id': 2302, 'logo_path': '/rpxedpqwfycay9zgrajxv13qcww.png', 'name': 'svenska filminstitutet', 'origin_country': 'se'}, {'id': 2999, 'logo_path': '/zgsqfee9adgduld6vcs2mcjuem4.png', 'name': 'svt', 'origin_country': 'se'}, {'id': 142408, 'logo_path': '/j3axpzajcldi6x3ezja5x0ln4bg.png', 'name': 'talipot studio', 'origin_country': 'mx'}]","[{'iso_3166_1': 'be', 'name': 'belgium'}, {'iso_3166_1': 'fr', 'name': 'france'}, {'iso_3166_1': 'de', 'name': 'germany'}, {'iso_3166_1': 'mx', 'name': 'mexico'}, {'iso_3166_1': 'se', 'name': 'sweden'}]",2021-07-14,589895,113,"[{'english_name': 'german', 'iso_639_1': 'de', 'name': 'deutsch'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",released,,false,6.177,178
Hard Luck Love Song,https://www.nytimes.com/2021/10/14/movies/hard-luck-love-song-review.html,"drawn from the plotline of a todd snider song, the film follows a pool shark and an escort, taking twists that are both violent and silly.",the new york times,"subject: movies;persons: dorman, michael (1981- );creative_works: hard luck love song (movie);persons: bush, sophia (1982- );",2021-10-14t12:27:03+0000,320,‘hard luck love song’ review: a glossy take on a gritty tune,none,none,hard luck love song,none,none,none,by glenn kenny,none,false,/l17qkqs5goz1asb2zs5lsopgik3.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 10402, 'name': 'music'}, {'id': 18, 'name': 'drama'}, {'id': 53, 'name': 'thriller'}]",http://hardlucklovesong.com,536208,tt8709338,en,hard luck love song,"jesse, a charismatic but down on his luck troubadour, finds himself at an existential crossroads as bad choices catch up with him during an unexpected reunion with carla, an old flame.",3.69,/fwubygt0ztjoezvyc2svsenohpf.jpg,"[{'id': 92539, 'logo_path': none, 'name': 'synthetic pictures', 'origin_country': ''}, {'id': 106687, 'logo_path': none, 'name': 'dime box entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-10-15,0,104,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'spanish', 'iso_639_1': 'es', 'name': 'español'}]",released,,false,4.9,10
South of Heaven,https://www.nytimes.com/2021/10/07/movies/south-of-heaven-review.html,jason sudeikis plays a paroled felon who vows to give his dying lover the best year of her life.,the new york times,"subject: movies;persons: sudeikis, jason;persons: lilly, evangeline (1979- );persons: keshales, aharon;creative_works: south of heaven (movie);",2021-10-07t17:17:19+0000,323,‘south of heaven’ review: anything for love,none,none,south of heaven,none,none,none,by amy nicholson,none,false,/ap1rxa39oddxx0bp5l4r3ltrxvp.jpg,none,0,"[{'id': 80, 'name': 'crime'}, {'id': 18, 'name': 'drama'}, {'id': 53, 'name': 'thriller'}]",,645861,tt11284502,en,south of heaven,"convicted felon jimmy gets early parole after serving twelve years for armed robbery. upon his release, he vows to give annie, his childhood love, now dying from cancer, the best last year of her life – unfortunately it’s not that simple.",12.606,/sudlwpnpniwpivxdnuclrjdhovq.jpg,"[{'id': 128406, 'logo_path': none, 'name': 'arts district entertainment', 'origin_country': ''}, {'id': 160610, 'logo_path': none, 'name': 'swiss avenue pictures', 'origin_country': ''}, {'id': 117747, 'logo_path': '/brd72va95qgjctgx0hjeavueldw.png', 'name': 'media finance capital', 'origin_country': 'gb'}, {'id': 123740, 'logo_path': none, 'name': 'good wizard', 'origin_country': ''}, {'id': 123722, 'logo_path': none, 'name': 'rlje films', 'origin_country': 'us'}]","[{'iso_3166_1': 'gb', 'name': 'united kingdom'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-10-08,0,120,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,6.629,66
Wife of a Spy,https://www.nytimes.com/2021/09/16/movies/wife-of-a-spy-review-trust-or-fear-in-love-and-war.html,"in this latest work by kiyoshi kurosawa, a japanese couple’s relationship is shaped by the forces of churning nationalism that surround it.",the new york times,"subject: movies;persons: kurosawa, kiyoshi;creative_works: wife of a spy (movie);",2021-09-16t11:00:07+0000,448,‘wife of a spy’ review: trust or fear in love and war?,critic’s pick,none,marriage amid nationalism,none,none,none,by glenn kenny,none,false,/8ce0ku4cjvjpgt0ahuzaqchxyun.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10752, 'name': 'war'}, {'id': 53, 'name': 'thriller'}]",https://intl.nikkatsu.com/sales/358.html,688301,tt11917942,ja,スパイの妻,"it’s 1940, and the population of japan is divided over its entry into world war ii. satoko, the wife of a fabric merchant, is devoted to her husband but is beginning to suspect he’s up to something. soon she allows herself to be drawn into a game in which she enigmatically conceals her intentions.",11.928,/sefjt7jdza1j1ysbmyentucre5d.jpg,"[{'id': 10764, 'logo_path': none, 'name': 'c&i entertainment', 'origin_country': 'jp'}, {'id': 11376, 'logo_path': '/lrglrxygomrl9kcsmcjmzjjpt2h.png', 'name': 'nhk enterprises', 'origin_country': 'jp'}, {'id': 147953, 'logo_path': none, 'name': 'incline', 'origin_country': 'jp'}, {'id': 103894, 'logo_path': none, 'name': 'enbu seminar', 'origin_country': ''}, {'id': 177794, 'logo_path': none, 'name': 'kirinzi', 'origin_country': ''}, {'id': 177795, 'logo_path': none, 'name': 'weroll', 'origin_country': ''}, {'id': 955, 'logo_path': '/5xnxd3pji1hqojcesakz3fdqo1v.png', 'name': 'nikkatsu corporation', 'origin_country': 'jp'}]","[{'iso_3166_1': 'jp', 'name': 'japan'}]",2020-10-16,0,114,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",released,who should i trust?,false,6.507,76
Happier Than Ever,https://www.nytimes.com/2021/09/02/movies/happier-than-ever-review.html,"in the disney+ concert film “happier than ever: a love letter to los angeles,” the pop star billie eilish pays tribute to the star-struck hauntedness of that city.",the new york times,"subject: documentary films and programs;subject: music;persons: eilish, billie;persons: rodriguez, robert;creative_works: happier than ever: a love letter to los angeles (movie);persons: osborne, patrick (film director);glocations: los angeles (calif);",2021-09-02t11:00:07+0000,302,‘happier than ever’ review: modern pop meets classic hollywood,none,none,happier than ever:  a love letter  to los angeles,none,none,none,by teo bugbee,none,false,/25bazmmfzjpkjpn9srqwle9rh1u.jpg,none,0,"[{'id': 18, 'name': 'drama'}]",,229679,tt0133131,pt,nunca fomos tão felizes,"during the military dictatorship, a political militant takes his son out of the boarding school, and puts him temporarily in a friend's luxury and empty apartment in copacabana beach. the son knows very little about his father, and the latter cannot really explain his activities to his son, fearing for his security. so the young man stands alone in the huge apartment, waiting for the infrequent meetings with his father, without really knowing what's going on.",1.299,/3hnn6jzprqywprel4d5wlhgihmo.jpg,"[{'id': 93260, 'logo_path': none, 'name': 'salles & salles', 'origin_country': ''}, {'id': 93261, 'logo_path': none, 'name': 'cinefilmes', 'origin_country': 'br'}, {'id': 13930, 'logo_path': none, 'name': 'embrafilme', 'origin_country': 'br'}, {'id': 93262, 'logo_path': none, 'name': 'imacom comunicação', 'origin_country': ''}, {'id': 10031, 'logo_path': '/cuovifxm9l3dyuneg89gihuaqkd.png', 'name': 'morena films', 'origin_country': 'es'}, {'id': 13118, 'logo_path': '/chkq00bcpqb4tlsmkod48tz6iyo.png', 'name': 'lc barreto', 'origin_country': 'br'}, {'id': 184072, 'logo_path': '/ehosnbcj7ggnrevm7pjn8wydeai.png', 'name': 'movi&art produções cinematográficas', 'origin_country': 'br'}]","[{'iso_3166_1': 'br', 'name': 'brazil'}]",1984-08-28,0,91,"[{'english_name': 'portuguese', 'iso_639_1': 'pt', 'name': 'português'}]",released,,false,4.7,6
Together,https://www.nytimes.com/2021/08/26/movies/together-review.html,sharon horgan and james mcavoy play a battling couple trapped in lockdown in this theatrical pandemic drama.,the new york times,"subject: movies;creative_works: together (movie);persons: daldry, stephen;persons: mcavoy, james;persons: horgan, sharon (1970- );",2021-08-26t11:00:06+0000,412,‘together’ review: love and loathing in london,none,none,love and loathing in a blighted london,none,none,none,by jeannette catsoulis,none,false,/g2xbutvptv65y5izhordqtkknyq.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 35, 'name': 'comedy'}]",https://www.bbc.co.uk/programmes/m000x2lk,837548,tt14640242,en,together,a husband and wife are forced to re-evaluate themselves and their relationship through the reality of the covid-19 lockdown.,9.561,/oeocqg0bhmy0pqqry50weo0iwfb.jpg,"[{'id': 3324, 'logo_path': '/dqt3yotlfjrmtvk52ccd1o6dz0a.png', 'name': 'bbc', 'origin_country': 'gb'}, {'id': 28473, 'logo_path': none, 'name': 'shoebox films', 'origin_country': 'gb'}, {'id': 108890, 'logo_path': '/jzpba1cbrqaoz0lwxz1ydqnzrxq.png', 'name': 'sonia friedman productions', 'origin_country': 'gb'}, {'id': 100640, 'logo_path': '/5br67t28tvm2umh8gcrdftafsaj.png', 'name': 'endeavor content', 'origin_country': 'us'}, {'id': 288, 'logo_path': '/aw0ipm9d4zjj978eqgdvsxxxhtj.png', 'name': 'bbc film', 'origin_country': 'gb'}]","[{'iso_3166_1': 'gb', 'name': 'united kingdom'}]",2021-08-27,214390,87,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,5.939,74
Annette,https://www.nytimes.com/2021/08/05/movies/annette-review.html,"adam driver and marion cotillard are star-crossed lovers in this hallucinatory musical, written by sparks and directed by leos carax.",the new york times,"subject: movies;persons: carax, leos;persons: cotillard, marion;persons: driver, adam;persons: mael, ron;persons: mael, russell;creative_works: annette (movie);organizations: sparks (music group);",2021-08-05t11:00:07+0000,1069,‘annette’ review: love hurts,critic’s pick,none,a star is born. you won’t like him.,none,none,none,by a.o. scott,none,false,/cdvwsqsngwiuqoszauds0pihndw.jpg,none,15500000,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://www.amazon.com/dp/b093khdshr,424277,tt6217926,fr,annette,"the story of henry, a stand-up comedian with a fierce sense of humour and ann, a singer of international renown. in the spotlight, they are the perfect couple, healthy, happy, and glamourous. the birth of their first child, annette, a mysterious girl with an exceptional destiny, will change their lives.",13.98,/4ftnypxpgltjdiarrffsp31pgtp.jpg,"[{'id': 75055, 'logo_path': none, 'name': 'eurospace', 'origin_country': 'jp'}, {'id': 48663, 'logo_path': '/6jagpbwgurwares0xkhyha17ezd.png', 'name': 'detailfilm', 'origin_country': 'de'}, {'id': 94, 'logo_path': '/huc7hqorvuthgirenrbchmqvua0.png', 'name': 'arte france cinéma', 'origin_country': 'fr'}, {'id': 51696, 'logo_path': '/1hes0gynwi2avtfgvsbacqlxmus.png', 'name': 'cg cinéma', 'origin_country': 'fr'}, {'id': 26608, 'logo_path': none, 'name': 'garidi films', 'origin_country': 'ch'}, {'id': 148044, 'logo_path': none, 'name': 'théo films', 'origin_country': 'fr'}, {'id': 122617, 'logo_path': none, 'name': 'tribus p films', 'origin_country': 'fr'}, {'id': 581, 'logo_path': '/pzjlnykypqwaglr4ojmaxa5wejm.png', 'name': 'ugc', 'origin_country': 'fr'}, {'id': 11199, 'logo_path': '/urssxlozadxiz84segfxbifnyaa.png', 'name': 'scope pictures', 'origin_country': 'be'}, {'id': 73369, 'logo_path': none, 'name': 'wrong men', 'origin_country': 'gr'}, {'id': 19771, 'logo_path': '/anrmhrcsy9fxoiygcjjvhl4bwl1.png', 'name': 'piano', 'origin_country': 'mx'}]","[{'iso_3166_1': 'be', 'name': 'belgium'}, {'iso_3166_1': 'fr', 'name': 'france'}, {'iso_3166_1': 'de', 'name': 'germany'}, {'iso_3166_1': 'gr', 'name': 'greece'}, {'iso_3166_1': 'jp', 'name': 'japan'}, {'iso_3166_1': 'mx', 'name': 'mexico'}, {'iso_3166_1': 'ch', 'name': 'switzerland'}]",2021-07-07,3700000,140,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}]",released,"as dangerous, as intense, as love.",false,6.79,632
Resort to Love,https://www.nytimes.com/2021/07/29/movies/resort-to-love-review.html,"in this romantic comedy, a woman reeling from a failed engagement and a flailing career escapes to a glamorous island resort.",the new york times,"subject: movies;persons: milian, christina;creative_works: resort to love (movie);persons: tsuchida, steven;",2021-07-29t11:00:07+0000,310,‘resort to love’ review: a struggling singer in paradise,none,none,"her ex returns, with his bride-to-be",none,none,none,by concepción de león,none,false,/tb88cyene7rzms32fzftls0eu4.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 35, 'name': 'comedy'}]",https://www.netflix.com/title/81076586,785539,tt12929990,en,resort to love,aspiring pop star erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,15.772,/7w4gx4zrlonqthjhmjdxw93faxt.jpg,"[{'id': 137361, 'logo_path': none, 'name': 'ak worldwide', 'origin_country': 'us'}, {'id': 88548, 'logo_path': none, 'name': 'story ink', 'origin_country': ''}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-07-29,0,101,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,paradise is about to get complicated.,false,7.227,384
